순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
140,업무와 일상을 정리하는 새로운 방법 노션,https://www.yes24.com/product/goods/147074475,전시진,제이펍,2025년 06월,"21,600","24,000","6,393",9.7,20,"대한민국에서 노션은 이제 따로 설명하지 않아도 될 만큼 대중적으로 사용되는 협업 도구가 되었다. 2018년 처음 등장해 GS그룹, 효성 등의 대기업은 물론이며 여러 테크 기업과 수많은 스타트업에서 노션을 사용하고 있다. 2020년부터는 생산성 도구 시장에서 확고하게 자리 잡으며 지금은 프리랜서, 대학생, 직장인, 개인 등 사용자 층이 광범위하게 확산되었다. 그런 가운데 2019년 출간된 『업무와 일상을 정리하는 새로운 방법 노션』은 노션을 막 접한 입문자부터 어느 정도 사용 경험이 있는 중급 사용자까지 실제로 ‘잘 쓰는 방법’을 알려주는 국내 최초이자 유일한 구조 중심의 실용서로 자리매김해 왔다. 초판 출간부터 6년간 독자의 응원 속에서 발전을 거듭해 온 『업무와 일상을 정리하는 새로운 방법 노션』이 개정 3판으로 출간되었다."
141,UX/UI 디자이너를 위한 실무 피그마,https://www.yes24.com/product/goods/146705191,클레어 정,한빛미디어,2025년 05월,"25,200","28,000","2,826",10.0,14,"피그마를 처음 접하는 입문자부터 실무를 준비하는 디자이너, 개발자, 기획자, 마케터까지 함께 사용할 수 있는 실전 중심의 피그마 입문서이다. 피그마의 기본 기능부터 디자인 시스템, 오토레이아웃, 인터랙티브 컴포넌트, 프로토타입, 개발자 전달까지 현업에서 활용하는 전 과정을 설명하며 실습을 통해 자연스럽게 익힐 수 있도록 구성했다. 3판에서는 최신 인터페이스인 피그마 UI3, 생성형 AI 기능, 데브 모드(Dev Mode), 베리어블(Variables) 등 최신 피그마 기능을 반영했다. UX/UI 디자인 실무 역량을 키우고 싶은 누구에게나 꼭 필요한 실전 가이드이다."
142,M365 코파일럿 무작정 따라하기,https://www.yes24.com/product/goods/145015291,"김시연, 서지영",길벗,2025년 04월,"19,800","22,000","3,450",9.4,7,"일하는 방식이 바뀌면, 일하는 사람이 달라진다. 『M365 Copilot 무작정 따라하기』는 M365 Copilot의 작동 방법은 물론, 일잘러라면 꼭 알아야 할 프롬프트 작성법까지 폭넓게 다룬다. 엑셀, 파워포인트, 워드, 아웃룩, 원노트, 루프, 팀즈, Copilot Chat 등 M365 Copilot을 최고의 업무 파트너로 활용할 수 있는 구체적인 방법을 알려준다. 이제 번거로운 작업은 Copilot에게 맡기고, 더 중요한 일에 집중하자."
143,한 권으로 끝내는 아두이노 입문+실전 (종합편),https://www.yes24.com/product/goods/143539772,"서민우, 코코랩스",앤써북,2025년 03월,"19,800","22,000","2,856",10.0,1,"『한 권으로 끝내는 아두이노 입문+실전 (종합편)』은 약 380쪽의 분량에 쉽고 단계적으로 130여개의 단계별 초수/중수/고수/실전 프로젝트 만들기까지 시작은 쉽게 그러나 끝은 프로그래밍 실력을 갖출 수 있도록 전면 개정판으로 출간되었다. 이번 전면 개정판은 아두이노 프로그래밍에 초점을 맞춰져 있다. 그러기 위해 하드웨어 구성은 비교적 단순하게 하였다. 스페셜 페이지를 두어 아두이노 프로그래밍에 필요한 C/C++ 언어적인 요소를 강화했으며, 독자 여러분이 직접 작성한 아두이노 스케치를 재사용하기 위한 라이브러리 제작법을 소개하였다. 또, 시각적인 재미와 프로그래밍의 실력을 더할 수 있도록 네오픽셀 모듈을 도입하였다. 이 책의 실습에 사용되는 부품은 부품형 키트와 통합 보드형 키트 두 가지 중 선택해서 진행할 수 있게 구성하였다. (책 실습 관련 전체 부품과 키트 관련 내용은 23~25쪽을 참조한다.)"
144,마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷,https://www.yes24.com/product/goods/142201171,김지희,시프트,2025년 03월,"20,700","23,000","11,628",9.9,32,"아이폰, 갤럭시 등 스마트폰에 탑재된 카메라는 매년 업그레이드되어 전문가의 촬영 장비 못지않은 성능을 자랑한다. 이런 고성능 카메라를 유튜브 시청용으로만 사용한다면 너무 아깝지 않을까? 영상 콘텐츠 제작은 더 이상 전문가만의 전유물이 아니다. 지금부터는 스마트폰 카메라를 사용해 소중한 추억, 재미있는 일상을 영상으로 남겨 보자. 이 책에는 모든 영상의 촬영부터 편집까지 스마트폰 하나로 끝내고, 1년 만에 1억 뷰 이상 조회수를 달성한 릴스 마법사 롱제이의 생생한 노하우가 그대로 담겨 있다. 영상 촬영이 어렵게만 느껴졌다면, 스마트폰 카메라 활용 방법과 캡컷 앱을 이용한 마법 같은 영상 편집 비법을 배워 1인 미디어 시대에 어울리는 콘텐츠 크리에이터에 도전장을 내밀어 보자!"
145,혼자 공부하는 자바,https://www.yes24.com/product/goods/124821050,신용권,한빛미디어,2024년 02월,"25,200","28,000","3,354",9.8,91,"『혼자 공부하는 자바』가 더욱 풍성한 내용을 담아 돌아왔다! 개정판은 기존의 자바 8 & 11 버전은 물론, 최신 버전인 자바 21까지 다룬다. 자바 21 버전의 강화된 언어 기능을 담은 총 260개의 손코딩 예제와 함께 최신 개발 환경에서 여러분의 프로그래밍 실력을 한층 더 업그레이드해 보자! 이 책을 통해 자바의 핵심 문법, 코드의 실행 흐름, 객체 지향적 개념을 확실히 다질 수 있다. 책의 첫 페이지를 펼치고 마지막 페이지를 덮을 때까지, 혼자서도 충분히 자바를 배울 수 있다는 자신감과 확신이 들 것이다."
146,CODE,https://www.yes24.com/product/goods/124110681,"찰스 펫졸드, 김현규",인사이트(insight),2023년 12월,"31,500","35,000","3,030",8.7,9,"20년이 넘는 세월 동안 컴퓨터 공학 분야의 필독서로서 많은 독자를 열광하게 만든 《CODE》가 새로운 컴퓨팅 시대에 맞춰 개정되었습니다. 컴퓨터 내부의 비밀스러운 이야기들을 담은 이 책은 잘 짜인 일러스트와 이해하기 쉬운 설명을 통해서 컴퓨터에 대한 수수께끼를 풀어냅니다. 손전등, 검은 고양이, 시소, 폴 리비어의 질주를 통해서 컴퓨팅에 대해 배울 수 있으며, 인간의 독창성과 소통에 대한 충동이 우리가 지금 사용하는 모든 전자 장치에 어떤 영향을 끼쳤는지 확인할 수 있습니다."
147,F1 레이스카의 공기역학,https://www.yes24.com/product/goods/122966082,"윤재수, 김효원",골든래빗,2023년 11월,"45,000","50,000","2,706",10.0,2,"F1에서 공기역학의 비중은 날로 커지고 있고, 공기역학적 성능이 F1 챔피언십의 성적을 좌우합니다. 그러나 공기역학은 보통 사람에게 너무 어렵기만 합니다. F1에 대해 막 알아가기 시작한 많은 분께 공기역학이 가장 큰 걸림돌이 되고 있기 때문에 공기역학을 시리즈의 첫 주제로 선택했습니다. 이 책과 함께 공기역학의 기초 개념을 정리하고 큰 틀만 잡고 넘어가더라도, F1을 제대로 이해하고 더 깊이 즐길 수 있습니다."
148,후니의 쉽게 쓴 시스코 네트워킹,https://www.yes24.com/product/goods/113485068,진강훈,성안당,2024년 08월,"38,700","43,000","4,884",9.4,7,"2002년 출간 이후 16년 동안 네트워크 분야 베스트셀러 1위를 지키고 있는 『후니의 쉽게 쓴 시스코 네트워킹』의 개정판(4th Edition)이 출간되었다. 최신 네트워크 기술과 장비의 변화 내용을 한번에 이해할 수 있도록 확 바뀐 디자인과 일러스트로 한층 더 쉽고 체계적으로 구성하였다. 기존의 탄탄했던 네트워크 이론과 함께 배운 내용을 토대로 한 ‘실전 문제’로 깊이를 더하였고, 네트워크 업계의 핫한 아이템과 이슈, 시스코의 최신 무선 제품을 소개하는 ‘후니의 1분 정보’를 새롭게 추가하였다."
149,가상 면접 사례로 배우는 대규모 시스템 설계 기초,https://www.yes24.com/product/goods/102819435,"알렉스 쉬, 이병준",인사이트(insight),2021년 07월,"21,600","24,000","6,084",9.4,60,IT 경력자라도 느닷없이 대규모 시스템을 설계하려고 하면 막막하다고 느낄 수 있다. 특히나 면접을 보는 상황이라면 더욱 눈앞이 캄캄해질 것이다. 복잡한 시스템을 설계할 때는 어디서부터 어떻게 시작해야 할까?
150,비전공자를 위한 이해할 수 있는 IT 지식,https://www.yes24.com/product/goods/91165789,최원영,티더블유아이지,2020년 07월,"15,120","16,800","5,352",8.8,138,"우리는 매일 스마트폰으로 메시지를 보내고, 컴퓨터로 일을 한다. 또 음식점에서 키오스크로 주문하고, 가상현실에서 게임을 즐긴다. IT는 더 이상 전문가들만의 이야기가 아니다. 우리의 삶 곳곳을 IT가 점령하고 있고, 그 속도는 계속해서 빨라지고 있다. 이제 IT를 모르고선 세상을 이해하기 어려운 시대가 되었다."
151,데이터 중심 애플리케이션 설계,https://www.yes24.com/product/goods/59566585,"마틴 클레프만, 정재부, 김영준, 이도경",위키북스,2018년 04월,"32,400","36,000","3,864",8.8,21,
152,라프 코스터의 재미이론 10주년 개정판,https://www.yes24.com/product/goods/37335066,"라프 코스터, 유창석, 전유택",길벗,2017년 03월,"19,800","22,000","4,221",8.2,17,
153,주인의 눈,https://www.yes24.com/product/goods/192469511,"맛떼오 파스퀴넬리, 이광석, 김상민",동녘,2026년 06월,"27,000","30,000","1,206",,,
154,바로바로 챗GPT X 덕테이프 X 코덱스,https://www.yes24.com/product/goods/191479539,박현규,골든래빗,2026년 06월,"21,600","24,000","1,782",9.0,4,
155,바이브 엔지니어링,https://www.yes24.com/product/goods/192277220,제이 킴,길벗,2026년 06월,"21,600","24,000",906,9.3,6,
156,색보정을 시작하는 초보 컬러리스트 유튜버를 위한 다빈치리졸브 색보정,https://www.yes24.com/product/goods/193184189,전수연,디지털북스,2026년 07월,"19,800","22,000",774,,,
157,심플 디자인,https://www.yes24.com/product/goods/193058538,박영록,위키북스,2026년 07월,"16,200","18,000",468,,,
158,브랜드가 된 디자이너,https://www.yes24.com/product/goods/192666096,노선선,시프트,2026년 07월,"18,900","21,000",657,,,
159,한눈에 보는 대한민국 코스피,https://www.yes24.com/product/goods/192326062,MrTrigger,한빛미디어,2026년 06월,"23,400","26,000","1,098",10.0,60,
160,스토리 창작자를 위한 AI 활용 가이드,https://www.yes24.com/product/goods/191855007,"야마카와 겐이치, 이마이 아키히코, 아시자와 가모메, 송경원",요다,2026년 06월,"16,200","18,000",942,9.6,5,
161,준비 끝 다음 수업 AI 에듀테크,https://www.yes24.com/product/goods/191852111,노희경,비제이퍼블릭(BJ퍼블릭),2026년 06월,"24,750","27,500","1,089",10.0,8,
162,AI가 다 하고 내가 돈 버는 앱 만들기,https://www.yes24.com/product/goods/189854100,서희찬,길벗,2026년 05월,"25,200","28,000","1,842",9.2,5,
163,AI 게임 개발 시작,https://www.yes24.com/product/goods/189749546,김정태,홍릉,2026년 05월,"25,000","25,000","1,092",10.0,4,
164,AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량,https://www.yes24.com/product/goods/189445450,"정용범, 손상우, 박성환",프리렉,2026년 05월,"27,000","30,000","1,188",10.0,28,
165,클로드 디자인 시작하기,https://www.yes24.com/product/goods/189037004,조남경,비엘북스,2026년 05월,"22,500","25,000","3,219",,,
166,AI 실전 마스터 칼릭스의 프롬프트 디테일,https://www.yes24.com/product/goods/187927629,칼릭스(손윤석),한빛비즈,2026년 04월,"19,800","22,000","5,901",9.7,13,
167,만들면서 배우는 AI 에이전트 개발 입문+실전,https://www.yes24.com/product/goods/187703288,박나연(공원나연),한빛미디어,2026년 05월,"33,300","37,000","4,392",9.6,45,
168,자연은 왜 이토록 단순하면서도 아름다운가,https://www.yes24.com/product/goods/186833195,"로버트 칸, 크리스 퀴그, 박병철",알에이치코리아(RHK),2026년 04월,"31,500","35,000","5,274",9.7,13,
169,모두의 노션 AI,https://www.yes24.com/product/goods/183919456,"임대균, 오가연",생능북스,2026년 04월,"15,120","16,800","2,772",9.8,52,
170,된다! 피그마 디자인 10분 레시피,https://www.yes24.com/product/goods/176919464,"하이서, 김대일, 김시원, 최유빈",이지스퍼블리싱,2026년 02월,"25,200","28,000","3,306",10.0,27,
171,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108",https://www.yes24.com/product/goods/174048990,"321web(미쓰이 마사유키), 김현미",시프트,2026년 01월,"16,200","18,000","4,437",10.0,14,
172,누구나 아는 나만 모르는 제미나이,https://www.yes24.com/product/goods/172517063,이성원,한빛미디어,2026년 01월,"17,100","19,000","13,782",9.4,44,
173,AI 로봇 구조 교과서,https://www.yes24.com/product/goods/172059324,유승남,보누스,2026년 01월,"20,700","23,000","2,070",10.0,15,
174,요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기,https://www.yes24.com/product/goods/167428992,박현규,골든래빗,2025년 12월,"21,600","24,000","2,877",10.0,4,
175,된다! 미리캔버스&캔바 디자인 수업,https://www.yes24.com/product/goods/152553545,방구석 다람쥐(배가을),이지스퍼블리싱,2025년 09월,"21,600","24,000","8,328",9.8,26,
176,요즘 바이브 코딩 클로드 코드 완벽 가이드,https://www.yes24.com/product/goods/151850127,최지호,골든래빗,2025년 09월,"21,600","24,000","28,512",8.5,19,
177,요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정,https://www.yes24.com/product/goods/151350143,"김진관, 김상섭, 이대형, 이상선, 윤신영",한빛미디어,2025년 08월,"19,800","22,000","10,488",9.8,35,
178,보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,https://www.yes24.com/product/goods/150009333,박경수,한빛비즈,2025년 08월,"19,800","22,000","3,870",9.0,16,
